Station,Year,Month,Day,Night,DayLimit,NightLimit,Date,StationEncoded,DayExcess,NightExcess,MeanExcess,Price_per_SqFt,Price_in_Lakhs
BEN04,2011,10,0.7349008533273752,0.2788835792447749,0.3930548923616099,0.2308194076748567,2011-10-01,3,0.077633488859798,-0.0681169452418472,0.0047582718089753,0.02,33.9
BEN04,2011,11,0.9134445536770432,0.2788835792447749,0.3930548923616099,0.2308194076748567,2011-11-01,3,0.1780095187598984,-0.0681169452418472,0.0549462867590256,0.02,48.53
BEN04,2011,12,0.7349008533273752,0.2788835792447749,0.3930548923616099,0.2308194076748567,2011-12-01,3,0.077633488859798,-0.0681169452418472,0.0047582718089753,0.02,101.86
BEN05,2011,2,-0.8719924498196379,0.2788835792447749,1.5689304071672645,1.70875262995118,2011-02-01,4,-1.8295110792421112,-1.446521167352811,-1.6380161232974613,0.01,17.86
BEN05,2011,3,-1.2290798505189742,-0.4177164527552749,1.5689304071672645,1.70875262995118,2011-03-01,4,-2.030263139042312,-1.8140956265824013,-1.9221793828123568,0.01,25.56
BEN05,2011,4,-1.5861672512183105,-1.1143164847553246,1.5689304071672645,1.70875262995118,2011-04-01,4,-2.2310151988425133,-2.181670085811992,-2.206342642327253,0.0,11.37
BEN05,2011,5,-1.4076235508686423,-0.9401664767553124,1.5689304071672645,1.70875262995118,2011-05-01,4,-2.130639168942413,-2.0897764710045945,-2.110207819973504,0.0,19.59
BEN05,2011,6,-1.5861672512183105,-1.1143164847553246,1.5689304071672645,1.70875262995118,2011-06-01,4,-2.2310151988425133,-2.181670085811992,-2.206342642327253,0.0,11.14
BEN05,2011,7,-1.050536150169306,-0.7660164687552998,1.5689304071672645,1.70875262995118,2011-07-01,4,-1.929887109142212,-1.9978828561971969,-1.963884982669704,0.01,15.1
BEN05,2011,8,-0.6934487494699697,-0.4177164527552749,1.5689304071672645,1.70875262995118,2011-08-01,4,-1.7291350493420108,-1.8140956265824013,-1.7716153379622062,0.01,15.84
BEN05,2011,9,-1.050536150169306,-0.2435664447552624,1.5689304071672645,1.70875262995118,2011-09-01,4,-1.929887109142212,-1.722202011775004,-1.826044560458608,0.01,64.84
BEN05,2011,10,-1.2290798505189742,-0.2435664447552624,1.5689304071672645,1.70875262995118,2011-10-01,4,-2.030263139042312,-1.722202011775004,-1.876232575408658,0.01,65.14
BEN05,2011,11,-1.050536150169306,3.239433715244987,1.5689304071672645,1.70875262995118,2011-11-01,4,-1.929887109142212,0.1156702843729479,-0.9071084123846318,0.01,27.26
BEN05,2011,12,-1.2290798505189742,-1.4626165007553495,1.5689304071672645,1.70875262995118,2011-12-01,4,-2.030263139042312,-2.365457315426787,-2.1978602272345498,0.0,21.7
BEN01,2012,1,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2012-01-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,81.24
BEN01,2012,2,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2012-02-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,116.33
BEN01,2012,3,0.556357152977707,-0.0694164367552499,-0.7828206224440443,-0.7544694071760254,2012-03-01,0,0.9810177579607022,0.6670319732173337,0.8240248655890179,0.03,133.7
BEN01,2012,4,0.3778134526280389,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2012-04-01,0,0.8806417280606018,0.575138358409936,0.7278900432352688,0.03,113.7
BEN01,2012,5,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2012-05-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,61.34
BEN01,2012,6,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2012-06-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,120.03
BEN01,2012,7,0.7349008533273752,-0.0694164367552499,-0.7828206224440443,-0.7544694071760254,2012-07-01,0,1.0813937878608026,0.6670319732173337,0.8742128805390681,0.03,81.48
BEN01,2012,8,0.7349008533273752,0.1047335712447624,-0.7828206224440443,-0.7544694071760254,2012-08-01,0,1.0813937878608026,0.7589255880247312,0.9201596879427668,0.03,121.51
BEN01,2012,9,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2012-09-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,122.81
BEN01,2012,10,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2012-10-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,84.12
BEN01,2012,11,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2012-11-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,121.11
BEN01,2012,12,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2012-12-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,110.91
BEN02,2012,1,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-01-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,14.23
BEN02,2012,2,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-02-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,18.89
BEN02,2012,3,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-03-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,32.74
BEN02,2012,4,-1.5861672512183105,-1.1143164847553246,0.3930548923616099,0.2308194076748567,2012-04-01,1,-1.2272548998415085,-0.803265863701028,-1.0152603817712682,0.01,39.83
BEN02,2012,5,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-05-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,26.9
BEN02,2012,6,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-06-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,28.05
BEN02,2012,7,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-07-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,24.4
BEN02,2012,8,-1.5861672512183105,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-08-01,1,-1.2272548998415085,-0.7113722488936305,-0.9693135743675694,0.01,30.89
BEN02,2012,9,-1.5861672512183105,-1.1143164847553246,0.3930548923616099,0.2308194076748567,2012-09-01,1,-1.2272548998415085,-0.803265863701028,-1.0152603817712682,0.01,30.96
BEN02,2012,10,-1.4076235508686423,-1.1143164847553246,0.3930548923616099,0.2308194076748567,2012-10-01,1,-1.1268788699414078,-0.803265863701028,-0.965072366821218,0.01,39.61
BEN02,2012,11,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2012-11-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,32.5
BEN02,2012,12,-1.2290798505189742,-0.7660164687552998,0.3930548923616099,0.2308194076748567,2012-12-01,1,-1.0265028400413074,-0.6194786340862328,-0.8229907370637701,0.01,39.14
BEN03,2012,1,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-01-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,55.88
BEN03,2012,2,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-02-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,48.09
BEN03,2012,3,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-03-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,25.33
BEN03,2012,4,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-04-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,14.76
BEN03,2012,5,-1.050536150169306,-1.288466492755337,-0.7828206224440443,-0.7544694071760254,2012-05-01,2,0.077633488859798,0.0237766695655503,0.0507050792126741,0.02,59.2
BEN03,2012,6,-0.6934487494699697,-1.1143164847553246,-0.7828206224440443,-0.7544694071760254,2012-06-01,2,0.278385548659999,0.1156702843729479,0.1970279165164735,0.02,85.82
BEN03,2012,7,-0.6934487494699697,-1.4626165007553495,-0.7828206224440443,-0.7544694071760254,2012-07-01,2,0.278385548659999,-0.0681169452418472,0.1051343017090758,0.02,13.08
BEN03,2012,8,-0.8719924498196379,-1.4626165007553495,-0.7828206224440443,-0.7544694071760254,2012-08-01,2,0.1780095187598984,-0.0681169452418472,0.0549462867590256,0.02,66.3
BEN03,2012,9,-0.8719924498196379,-1.8109165167553745,-0.7828206224440443,-0.7544694071760254,2012-09-01,2,0.1780095187598984,-0.2519041748566424,-0.0369473280483719,0.02,82.85
BEN03,2012,10,-1.2290798505189742,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-10-01,2,-0.0227425410403024,-0.34379778966404,-0.1832701653521712,0.02,30.2
BEN03,2012,11,-1.2290798505189742,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-11-01,2,-0.0227425410403024,-0.34379778966404,-0.1832701653521712,0.02,90.91
BEN03,2012,12,-1.4076235508686423,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2012-12-01,2,-0.1231185709404029,-0.34379778966404,-0.2334581803022214,0.01,39.0
BEN04,2012,1,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-01-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,11.46
BEN04,2012,2,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-02-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,68.91
BEN04,2012,3,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-03-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,81.27
BEN04,2012,4,0.1992697522783708,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-04-01,3,-0.2234946008405034,-0.2519041748566424,-0.2376993878485729,0.01,37.65
BEN04,2012,5,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-05-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,54.96
BEN04,2012,6,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-06-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,45.01
BEN04,2012,7,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-07-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,51.79
BEN04,2012,8,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-08-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,99.68
BEN04,2012,9,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-09-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,54.42
BEN04,2012,10,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-10-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,46.9
BEN04,2012,11,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-11-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,94.34
BEN04,2012,12,0.3778134526280389,-0.0694164367552499,0.3930548923616099,0.2308194076748567,2012-12-01,3,-0.1231185709404029,-0.2519041748566424,-0.1875113728985226,0.02,76.86
BEN05,2012,1,-1.2290798505189742,-1.4626165007553495,1.5689304071672645,1.70875262995118,2012-01-01,4,-2.030263139042312,-2.365457315426787,-2.1978602272345498,0.0,15.92
BEN05,2012,2,-1.2290798505189742,-1.288466492755337,1.5689304071672645,1.70875262995118,2012-02-01,4,-2.030263139042312,-2.2735637006193894,-2.1519134198308505,0.0,17.8
BEN05,2012,3,-1.4076235508686423,-1.636766508755362,1.5689304071672645,1.70875262995118,2012-03-01,4,-2.130639168942413,-2.4573509302341847,-2.2939950495882986,0.0,19.02
BEN05,2012,4,-1.5861672512183105,-1.4626165007553495,1.5689304071672645,1.70875262995118,2012-04-01,4,-2.2310151988425133,-2.365457315426787,-2.29823625713465,0.0,18.07
BEN05,2012,5,-1.5861672512183105,-1.288466492755337,1.5689304071672645,1.70875262995118,2012-05-01,4,-2.2310151988425133,-2.2735637006193894,-2.252289449730952,0.0,10.11
BEN05,2012,6,-1.4076235508686423,-1.4626165007553495,1.5689304071672645,1.70875262995118,2012-06-01,4,-2.130639168942413,-2.365457315426787,-2.2480482421846,0.0,21.47
BEN05,2012,7,-1.2290798505189742,-1.4626165007553495,1.5689304071672645,1.70875262995118,2012-07-01,4,-2.030263139042312,-2.365457315426787,-2.1978602272345498,0.0,14.29
BEN05,2012,8,-1.050536150169306,-0.9401664767553124,1.5689304071672645,1.70875262995118,2012-08-01,4,-1.929887109142212,-2.0897764710045945,-2.0098317900734037,0.0,19.94
BEN05,2012,9,-1.5861672512183105,-1.636766508755362,1.5689304071672645,1.70875262995118,2012-09-01,4,-2.2310151988425133,-2.4573509302341847,-2.344183064538349,0.0,16.14
BEN05,2012,10,-1.2290798505189742,-1.636766508755362,1.5689304071672645,1.70875262995118,2012-10-01,4,-2.030263139042312,-2.4573509302341847,-2.243807034638248,0.0,16.58
BEN05,2012,11,-1.050536150169306,-1.4626165007553495,1.5689304071672645,1.70875262995118,2012-11-01,4,-1.929887109142212,-2.365457315426787,-2.1476722122845,0.0,17.28
BEN05,2012,12,-1.050536150169306,-1.636766508755362,1.5689304071672645,1.70875262995118,2012-12-01,4,-1.929887109142212,-2.4573509302341847,-2.193619019688198,0.0,12.1
BEN01,2013,1,0.556357152977707,-0.4177164527552749,-0.7828206224440443,-0.7544694071760254,2013-01-01,0,0.9810177579607022,0.4832447436025384,0.7321312507816203,0.03,99.71
BEN01,2013,2,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-02-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,119.85
BEN01,2013,3,0.556357152977707,0.1047335712447624,-0.7828206224440443,-0.7544694071760254,2013-03-01,0,0.9810177579607022,0.7589255880247312,0.8699716729927167,0.03,96.61
BEN01,2013,4,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-04-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,150.44
BEN01,2013,5,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-05-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,80.11
BEN01,2013,6,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-06-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,104.08
BEN01,2013,7,0.556357152977707,-0.0694164367552499,-0.7828206224440443,-0.7544694071760254,2013-07-01,0,0.9810177579607022,0.6670319732173337,0.8240248655890179,0.03,81.94
BEN01,2013,8,0.556357152977707,-0.0694164367552499,-0.7828206224440443,-0.7544694071760254,2013-08-01,0,0.9810177579607022,0.6670319732173337,0.8240248655890179,0.03,85.83
BEN01,2013,9,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-09-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,96.31
BEN01,2013,10,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-10-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,99.5
BEN01,2013,11,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-11-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,109.5
BEN01,2013,12,0.556357152977707,-0.2435664447552624,-0.7828206224440443,-0.7544694071760254,2013-12-01,0,0.9810177579607022,0.575138358409936,0.778078058185319,0.03,64.26
BEN02,2013,1,-1.4076235508686423,-0.7660164687552998,0.3930548923616099,0.2308194076748567,2013-01-01,1,-1.1268788699414078,-0.6194786340862328,-0.8731787520138203,0.01,23.46
BEN02,2013,2,-1.050536150169306,-0.5918664607552874,0.3930548923616099,0.2308194076748567,2013-02-01,1,-0.9261268101412068,-0.5275850192788353,-0.7268559147100211,0.01,14.71
BEN02,2013,3,-1.050536150169306,-0.7660164687552998,0.3930548923616099,0.2308194076748567,2013-03-01,1,-0.9261268101412068,-0.6194786340862328,-0.7728027221137199,0.01,25.18
BEN02,2013,4,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2013-04-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,30.88
BEN02,2013,5,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2013-05-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,38.43
BEN02,2013,6,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2013-06-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,28.52
BEN02,2013,7,-1.4076235508686423,-0.9401664767553124,0.3930548923616099,0.2308194076748567,2013-07-01,1,-1.1268788699414078,-0.7113722488936305,-0.9191255594175192,0.01,21.53
BEN02,2013,8,-1.2290798505189742,-0.7660164687552998,0.3930548923616099,0.2308194076748567,2013-08-01,1,-1.0265028400413074,-0.6194786340862328,-0.8229907370637701,0.01,33.52
BEN02,2013,9,-1.2290798505189742,-0.4177164527552749,0.3930548923616099,0.2308194076748567,2013-09-01,1,-1.0265028400413074,-0.4356914044714376,-0.7310971222563725,0.01,26.71
BEN02,2013,10,-0.6934487494699697,0.1047335712447624,0.3930548923616099,0.2308194076748567,2013-10-01,1,-0.7253747503410058,-0.1600105600492448,-0.4426926551951253,0.01,43.85
BEN02,2013,11,-0.5149050491203017,0.2788835792447749,0.3930548923616099,0.2308194076748567,2013-11-01,1,-0.6249987204409053,-0.0681169452418472,-0.3465578328413762,0.01,47.61
BEN02,2013,12,-0.3363613487706335,0.2788835792447749,0.3930548923616099,0.2308194076748567,2013-12-01,1,-0.5246226905408049,-0.0681169452418472,-0.296369817891326,0.01,33.66
BEN03,2013,1,-1.4076235508686423,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2013-01-01,2,-0.1231185709404029,-0.34379778966404,-0.2334581803022214,0.02,99.85
BEN03,2013,2,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2013-02-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,46.29
BEN03,2013,3,-1.5861672512183105,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2013-03-01,2,-0.2234946008405034,-0.34379778966404,-0.2836461952522717,0.01,19.96
BEN03,2013,4,-1.4076235508686423,-1.985066524755387,-0.7828206224440443,-0.7544694071760254,2013-04-01,2,-0.1231185709404029,-0.34379778966404,-0.2334581803022214,0.01,57.72
BEN03,2013,5,-1.2290798505189742,-1.4626165007553495,-0.7828206224440443,-0.7544694071760254,2013-05-01,2,-0.0227425410403024,-0.0681169452418472,-0.0454297431410748,0.02,85.07
BEN03,2013,6,-0.6934487494699697,-1.288466492755337,-0.7828206224440443,-0.7544694071760254,2013-06-01,2,0.278385548659999,0.0237766695655503,0.1510811091127747,0.02,19.05
BEN03,2013,7,-0.5149050491203017,-1.288466492755337,-0.7828206224440443,-0.7544694071760254,2013-07-01,2,0.3787615785600994,0.0237766695655503,0.2012691240628249,0.02,73.71
BEN03,2013,8,-1.050536150169306,-1.636766508755362,-0.7828206224440443,-0.7544694071760254,2013-08-01,2,0.077633488859798,-0.1600105600492448,-0.0411885355947234,0.02,73.77
BEN03,2013,9,-1.050536150169306,-1.4626165007553495,-0.7828206224440443,-0.7544694071760254,2013-09-01,2,0.077633488859798,-0.0681169452418472,0.0047582718089753,0.02,87.3
